respondent_id,duration_of_experiment,which_group,exp_coding,exp_working_java,exp_finding_vuln,path_lines,path_lines_correctness,path_lines_type,path_motivation,path_difficulty,path_confidence,userinjection_lines,userinjection_lines_correctness,userinjection_lines_type,userinjection_motivation,userinjection_difficulty,userinjection_confidence,xss_lines,xss_lines_correctness,xss_lines_type,xss_motivation,xss_difficulty,xss_confidence,dos_lines,dos_lines_correctness,dos_lines_type,dos_motivation,dos_difficulty,dos_confidence,familiar_java,familiar_vuln,proc_understand,proc_time,proc_training,avg_correctness_slice,avg_correctness_full
R_3mTv8DHFOw4bTbj,4968,Group6,Not really,As part of University projects,No experience,75,0.0,slice,"The normalize function deals with string cleaning and extracting, however, without sanitizing. The path argument in line75 may be added some relative path by the attacker to go somewhere else, which may cause potential risks. ",3,3,"287,301",0.2,full,"password is directly stored, and it may give too many error messages about credentials, including default messages. This may cause information disclosure",3,3,386,0.0,full,the loop is not elegantly controlled,5,1,73,0.0,slice,"If someone sends a huge number of HTTP headers, the program will continue dealing with all those headers and this could never end.",4,2,Disagree,Neither-Agree-nor-Disagree,Strongly agree,Agree,Agree,0.0,0.1
R_w5FUlA5gTxiQ4yl,1795,Group4,Not really,As part of University projects,No experience,204;694;853,0.07692307692307693,full,"in 204 and 694, a try catch block is used without throwing an exception and in 853 a while loop is used with true condition which has the risk of running forever
",3,2,58; 180,0.0,full,"In 58, a digester is being initialised to null and then being checked if it is null in another function. In 180, it is too easy to add a user and this is risky",4,3,65;51,0.0,slice,"in 65, it says that it throws an exception but when implemented, there is no proper code written to throw and catch an exception, On 51, warnings are supressed which is not good coding practice",4,2,155;47;68,0.0,slice,"On 155, a while loop with true condition is used and this has the vulnerability of running infinitely. On 47 and 68, exceptions are thrown but there is no code written to catch them",3,1,Disagree,Disagree,Disagree,Agree,Neither-Agree-nor-Disagree,0.0,0.038461538461538464
R_1oz1UddC7uy5QvH,4999,Group6,Yes as a Research Assistant at University,No experience,No experience,107,0.0,slice,"This function ignores the recognition of  '../'. That is, if the attacker  input the path like 'dir1/../dir2/secretFile"". The secretFIle will be accessed. That is when the path traversal happens.",4,3,107,0.0,full,In this  sanitization  function the path will not handle properly  such as paths with redundant slashes or URLs with query parameters. ,3,3,107,0.0,full,In this  sanitization  function the path will not handle properly  such as paths with redundant slashes or URLs with query parameters. ,3,3,107,0.0,slice,In this  sanitization  function the path will not handle properly  such as paths with redundant slashes or URLs with query parameters. ,3,3,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Strongly agree,0.0,0.0
R_2X7orZsI2e89vzb,4957,Group3,Not really,No experience,No experience,375;434;497,0.0,slice,"375:The previousNestedPath is just got from page context without sanitization.
434: The sanitization is not strong enough to avoid the path traversal.
497: Like line 375, the previousNestedPath is used without sanitization.",4,1,59;62,0.4,slice,59:get username and use it directly. 62: compare input password with the password. ,4,1,429;437,0.0,full,Both lines get display strings and process them.,5,1,337;440,0.0,full,lastValid is controlled by others and it influences the loop.,5,1,Strongly disagree,Strongly disagree,Neither-Agree-nor-Disagree,Strongly disagree,Disagree,0.2,0.0
R_122PenXDtfMkk6e,5119,Group2,Not really,No experience,No experience,120;,0.07692307692307693,slice,"For line 120, it seems that the directory before the /../ will also be removed.",4,1,293;,0.0,full,"it tells that the problem is credential encoding, I think it's too much information",4,1,91;,0.0,slice,the action can be returned without any sanity checking ,4,1,749;,0.0,full,the buffer size can be a very big value,4,1,Strongly disagree,Neither-Agree-nor-Disagree,Agree,Disagree,Disagree,0.038461538461538464,0.0
R_2wdaJmgLYXDRMLg,4736,Group4,Not really,Developed several projects using Java,No experience,205;463;509,0.0,full," in the method getContext(), the param uri  is an absolute URI of a resource on the server. That can be used by hackers.

in the method getResource(), it gets a path from user to construct a path for creating a new file.

getResourceAsStream(),same

",4,3,151;153,0.2,full,"if credentials == null, they will throw null pointer exception",3,3,68;,0.0,slice,compare the action with exsiting StringUtils  and send it to execute in processAction(),3,3,177,0.0,slice,"setting  the eof = false, but only set it to be true when chr== constants.LF",3,4,Agree,Agree,Agree,Agree,Agree,0.0,0.1
R_3KN2x3WU4w0qirN,4030,Group1,Yes in Java at a Company,Developed project(s) using Java outside University,Find vulnerabilities outside university,361; 366; 368,0.07692307692307693,full,"1) Gets input from user
2) No input sanitisation at all
3) The path is used to access a resource which will be later accessed by the user",2,4,62; 92,0.2,slice,"62 -&gt; expose the application to credential stuffing attacks ;92 -&gt; There is no catch block so there can be an unhandled exception. On re-occurrence, this can cause a potential dos attack.",2,4,437,0.0,full,"The servletRelativeAction parameter is retrieved from user input (i.e., it's a request parameter) and is used to build a URL. For instance, if the user submits a malicious input like ""&gt;&lt;script&gt;alert('XSS')&lt;/script&gt;, it can cause a XSS vulnerability. ",2,3,235,0.0,slice,"The buf is not reinitialised or freed, so seems that if there are a lot of headers, the same buffered object might be used which can potentially use all the memory. ",4,2,Agree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.1,0.038461538461538464
R_1LTGES4ZmR15DIa,5013,Group4,Not really,As part of University projects,No experience,348;466;468,0.0,full,It used the constructed path to request file resources.,3,3,144;151;153,0.4,full,It uses the input of the username as the key to construct a query or add a new entry in 'principle'.,2,4,69;89;,0.0,slice,It uses the requested data to render the browser.,2,4,55;73;109;152,0.0,slice,User-controlled values influence loop conditions.,4,2,Neither-Agree-nor-Disagree,Agree,Agree,Agree,Agree,0.0,0.2
R_33vZvfyF4LIQNGV,5813,Group2,Not really,As part of University projects,No experience,110;120,0.07692307692307693,slice,"110: User might not input string including ""\\"" but ""\""
120: // things in "" /../""  might be skipped",3,3,195;250,0.0,full,not check input for validity,3,3,74,0.25,slice,if requestUri might be injected,3,3,661,0.0,full,not close this recycle connection,3,3,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.16346153846153846,0.0
R_12A3e9pgs4AgCwf,5703,Group2,Not really,As part of University projects,No experience,79;87;,0.07692307692307693,slice,Might have the chance to return the exceptions if the normalized path is null.,4,4,151;153;287;,0.4,full,Should check the credentials that they should not be null.,2,3,74;,0.25,slice,Could render the hackers' code on the users' browsers.,2,4,425;463;,0.3333333333333333,full,"If thats a IO exception, there might not have the nRead. Should add timeout for line 463 or the ""while"" might run for a long time. ",4,3,Disagree,Agree,Strongly agree,Strongly agree,Agree,0.16346153846153846,0.3666666666666667
R_2rHFaoDNTphevdr,5838,Group2,Not really,As part of University projects,As part of University projects,118;76,0.07692307692307693,slice,"If the method normalize returns null that may affect the rest of the path. Moreover, there is no check to see if the path begins with / so any query could be executed.",5,1,159;163;,0.0,full,"If isDebugEnabled is true, then the authenticate method will tell an attacker if the credentials for a specific username is correct or not, which would help the attacker find the right credentials.",3,2,66;89;,0.0,slice,There is insufficient validation when getting an action since an attacker can insert malicious scripts into the code. There is also a reflected XXS variant since it echoes back a HttpServletResponse to the browser.,3,2,749;661;,0.0,full,The server can be killed if the buffer's memory is filled completely. If the method parseHeader() throws an exception then the headerData is never recycled and the server can keep parsing the Header and eventually run out of space in the buffer.  ,4,2,Neither-Agree-nor-Disagree,Disagree,Agree,Neither-Agree-nor-Disagree,Strongly disagree,0.038461538461538464,0.0
R_3MQJSbC7Tlp15B9,5498,Group6,Yes in Java at a Company,Developed project(s) using Java outside University,As part of University projects,107;110;114,0.07692307692307693,slice,"107: The aspects the function considered are inadequate. Despite the formatting, it is still possible to access higher-level directories in this way, cascading upwards.
110 and 114 are same because they still contains path information.",2,3,111;113;195;196;237,0.0,full,"The list contains all the users information will be returned when new user is added, which is not reasonable. User's password information can be easily compromised.",2,4,"445,447",0.0,full,"Information submitted by users is not seriously reviewed and processed. Thus, some content that can be identified as code and is malicious may pose a risk.",4,2,51;54;55,0.3333333333333333,slice,"Through the cascade of calls, exceptions may be thrown, causing the service to terminate.",3,2,Agree,Neither-Agree-nor-Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.20512820512820512,0.0
R_5yUf0PoPOwoqsGR,5515,Group2,Yes as a Research Assistant at University,Developed several projects using Java,No experience,113;120,0.15384615384615385,slice,"113: Denial of Service, The user has control over the  while loop, it may run forever",3,2,293,0.0,full,Information Disclosure,4,3,87,0.0,slice,"XSS: Gets an input from an HTTP entity such as query string, header or form, or request object",2,3,262; 283; 306; 337,0.0,full,Denial of Service: User-controlled values influence loop conditions;,5,1,Neither-Agree-nor-Disagree,Disagree,Agree,Agree,Disagree,0.07692307692307693,0.0
R_yWRsR2tIRhTBTSF,6217,Group2,Not really,As part of University projects,As part of University projects,75:107,0.0,slice,"The code is vulnerable for sql injections, as it accepts ever string. Harmful strings could be inserted and executed as code.",3,1,177;271,0.0,full,"The code does not use secure methods for encrypting and hashing passwords, which makes it vulnerable to brute force attacks. Additionally, the code does not check if a user has permission to access certain resources, leaving the system open to securi",3,1,67;86,0.0,slice,Potential vulnerabilities in this code include potential misuse of the RequestDataValueProcessor and the possibility of a malicious user manipulating the servletRelativeAction parameter.,4,1,795,0.0,full,Path traversal: The code does not filter inputs,5,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Disagree,0.0,0.0
R_10xCrQJf9f4abHf,6532,Group6,Not really,As part of University projects,No experience,120,0.07692307692307693,slice,"This step will skip multiple ""/../"" between legitimate directories. e.g. ""/legitimate/../../../../somewhere/else"". This allows behaviour to escape the constrained directory.",2,4,190,0.0,full,"Line 190 not verify the empty role case. e.g. roles = "",,,,,,user1,user2"";",5,1,468,0.0,full,Does not check the request acquire from line 466,5,1,0,0.0,slice,Did not find any vulnerabilities.,5,1,Disagree,Strongly disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,0.038461538461538464,0.0
R_2ScRpvy5ctbp3cZ,5595,Group1,Yes but in another programming language at a Company,No experience,No experience,432;466;468;515,0.07692307692307693,full,"432 - the invalidated uri is being used to process a request
466,468 - path is used to write files and only the starting and ending of the path is checked to ensure it
515 - path is being used to look up data
",4,2,93,0.0,slice,93 - this line uses the size of credentials provided by the user to update which can be controlled by the user,4,2,348;443,0.0,full,348 - stored variant(data is being written); 443 - contains similar request response as shown in the slides,4,2,109;187;228,0.0,slice,109 - the variable pos in the while loop is obtained from the header which can be modified by the user and exploited; 187 - again an array is created using the pos variable; 228 - the same variable in 187 is used to modify another array here,4,2,Strongly disagree,Disagree,Strongly agree,Strongly agree,Disagree,0.0,0.038461538461538464
R_3oMWMMofLc5zJW8,5532,Group2,Yes but in another programming language at a Company,Developed project(s) using Java outside University,No experience,79;86;119,0.15384615384615385,slice,Information Disclosure,4,1,210;285,0.0,full,Information Disclosure,4,1,73;87,0.25,slice,Gets an input from an HTTP entity but does not check validity ,4,1,561;398;749,0.0,full,large number of requests,4,1,Disagree,Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.20192307692307693,0.0
R_A1iznoOlyYPXAcN,6059,Group4,Yes in Java at a Company,Developed project(s) using Java outside University,No experience,479;466;468;515;926,0.0,full,"The mentioned line numbers are vulnerable according to me as the functions corresponding to these involve taking a path string as an input, which indicates a path traversal type of vulnerability for attackers leading to information disclosure. ",4,5,162;163,0.0,full,These lines could lead to information disclosure in the case when the user is not authorized and debugging is enabled.The attacker could get access to unauthorized information through the debug log messages,4,4,74;76;91,0.5,slice,"The above mentioned lines are vulnerable according to me since with the help of these lines, the attacker can develop code for the target system and execute it as well. This could enable the attacker to exploit the cross site scripting vulnerability ",4,4,253;55;56;121,0.0,slice,The above mentioned lines are vulnerable since the attacker could exploit the opportunity of Denial of service attack by providing headers which are massive in size which could exhaust the memory of the system causing Denial of service,4,4,Agree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,0.25,0.0
R_TjiKgBHjAIZMtUJ,5900,Group6,Not really,As part of University projects,No experience,76;115;117,0.07692307692307693,slice,"Vulnerability is in the definition of the function normalize(). It checks if ""/../"" is not present in the path and if it is present at the start of the path. It does not check if it is present after the first index of the path, which can be the case.",2,4,151;153,0.2,full,The password is not validated before checking for equality. A code could be written in the password which could be executed by the system.,5,2,441;445,0.25,full,URI is asked as input which could contain an SQL query as a vulnerability. This is possible because only HTML escape sequence is checked to eliminate queries in the code.,5,2,151,0.0,slice,The header value is read over multiple lines. Attacker can load the header with infinite data and the while loop will never end which can deteriorate the service.,4,3,Disagree,Agree,Agree,Agree,Neither-Agree-nor-Disagree,0.038461538461538464,0.225
R_1HczsgzZIbddmiw,6776,Group5,Not really,No experience,No experience,479;854;927;928;930,0.07692307692307693,full,"In line 479: If `context == /.` and `path == ./dic`. 
In line 854: The `normalized` variable could be `../dic`.
In line 927: Should normalize the path
In line 928: If the `hostName` end with `/..`
In line 930: If the `hostName` end with `/../`
",3,3,87,0.2,slice,In line 87: If `credentials == null`,4,2,87,0.0,slice,In line 87: The `getRequest()` were not validated.,3,3,422;749,0.0,full,After line 422: There should be a `finnally`  In line 749: There is no limitation for the `buf` size,4,2,Disagree,Agree,Strongly agree,Strongly agree,Neither-Agree-nor-Disagree,0.1,0.038461538461538464
R_3CDDaEJY5t6lVOt,6779,Group4,Yes as a Research Assistant at University,No experience,No experience,239;397;,0.0,full,it uses getPath() method to get path from use then may be attacked by malicious path by the hacker.,4,3,144;151;235;250;,0.4,full,use get(username) and getPassword from user,2,5,87;,0.0,slice,use getRequest() and no check,2,5,76;111;156;175;211;,0.0,slice,"the code :if (pos &gt;= lastValid), it may be attacked by endless information",5,1,Strongly disagree,Neither-Agree-nor-Disagree,Agree,Agree,Disagree,0.0,0.2
R_3DdKtrw72Czi6dl,6701,Group1,Yes but in another programming language at a Company,No experience,Find vulnerabilities outside university,483;,0.0,full,"483. getJNDIUri(hostName, fullPath) does not validate the hostname and fullpath arguments, these strings can these can contain ""/../"" path traversal attempts",4,2,87;,0.2,slice,"87. credentials variable can be null, and will lead to null exception when executing credentials.getBytes()",3,3,447;,0.0,full,447. The queryString is appended to the request action without any checks this can lead to reflected XSS,5,4,190,0.0,slice,190. If there is no constant.LF character in the header data then the while will never end. Infinite loop denial of service,4,5,Strongly disagree,Strongly agree,Strongly agree,Neither-Agree-nor-Disagree,Disagree,0.1,0.0
R_3g72Bh1Q0ab0NX3,7098,Group3,Yes but in another programming language at a Company,Developed several projects using Java,Find vulnerabilities outside university,76;107,0.07692307692307693,slice,"The code of method 'normalize' might be vulnerable, because it is a potential source of path traversal attacks if not properly implemented. The attackers can figure out other ways to bypass this method not just use ""/../""",2,4,59;66,0.2,slice,The line 59 is potencial vulnerable bacause username can be a SQL injection which depends the implementation fo principals; The line 66 log function might be an Information Disclosure if the log configuration is wrong in some places.,2,4,360;364;365,0.0,full,"In line 360, the code gets an input from an HTTP entity request parameters and does not check the input for validity – Echoes it back to the browser (line 364,365)",3,3,747,0.0,full,the buffer size is decided by user,4,1,Agree,Agree,Strongly agree,Strongly agree,Agree,0.13846153846153847,0.0
R_2ARP5Th2dbgjHdO,2908,Group2,Not really,No experience,No experience,82;111;121,0.0,slice,"82; if the question mark is added after the index it might mix the substring
111; 121; if there is some error occurs there is no error control
",4,1,68;75,0.0,full,there is no control if the action dor action and url,4,3,88;,0.0,slice,there is no security header,4,1,-,0.0,full,---------------------------------------------------,4,1,Disagree,Agree,Agree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,0.0,0.0
R_PUMvqw8JsnRr2KZ,12150,Group4,Not really,No experience,No experience,348;483;860,0.07692307692307693,full,"For line 348, ""path"" wasn't normalized and it could include  /../. 
For line 483, ""fullpath"" and ""hostname"" were obtained from context and were used in function getJNDIUri(). They might be harmful. 
For line 860, all the /../will be  deleted.",3,1,151,0.2,full,"For line 151, if the credentical is null, the code throws  null pointer exception and the password will be diclosed. ",4,2,73;74;87;89,0.5,slice,The input was not checked for validity.,3,2,73;109;151,0.0,slice,"For line 73, 109, 151, the loops are controlled by the user's input.",4,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.25,0.13846153846153847
R_W7k3JDCc3sNrTpv,7395,Group5,Yes in Java at a Company,Several years of professional experience with Java,Several years of professional experience outside of university,928;930,0.0,full,"Path concatenation should be done by using the path = normalize(path);
",3,5,62,0.2,slice,"It seemed like validated = (digest(credentials).equalsIgnoreCase(principal.getPassword())) can lead to a user with username ""Bob"" can login as another user with username ""bob""",3,5,88,0.0,slice,if ((processor != null) && (request instanceof HttpServletRequest)) might lead String action to be returned unmodified,3,5,398,0.0,full,byte[] tmp = new byte[newsize] might lead to DoS because it will try to create an array with the size of input to the method,4,4,Agree,Agree,Neither-Agree-nor-Disagree,Strongly agree,Agree,0.1,0.0
R_2UW6uIi5tBAaZhG,4413,Group2,Yes but in another programming language at a Company,As part of University projects,No experience,110;111;91,0.0,slice,It  attempts to validate the input by whitelisting,4,3,"208,58,64",0.0,full,geg information and retrieves database information using a new user details,3,3,"86,89",0.0,slice,Parameeter ijection takes place here and we must prevent it to attack end user databasees,3,3,"110,200,356,700",0.0,full,kill server by filling memory and  the user has control over the loop counter,5,1,Neither-Agree-nor-Disagree,Disagree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,0.0,0.0
R_2usar1UzVHlXCYq,4979,Group4,Not really,As part of University projects,No experience,206;368;458;505;543;860,0.15384615384615385,full,"1.receives a /path/to/sensitive/data/... /etc/passwd URI, it will be parsed as /etc/passwd.2 for the function normalize():if index2 is equal to 0, i.e., it tries to go past the root of the application based on this path, it will simply return null.",3,4,144;195,0.2,full,"144:we dont know if there is security problem in class GenericPrincipal.195: pwd directly store in GP instead of encrypting them using methods such as hash functions,",3,4,86,0.0,slice,"Instead of being vulnerable,the processAction method uses RequestDataValueProcessor to process the Action property of the form, which also increases the protection against XSS attacks.",5,2,51;73;109,0.3333333333333333,slice,the loop may be killed by user;the sever may be filled all of its memory,5,2,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,0.16666666666666666,0.17692307692307693
R_1ONWDLYvUhBcCyw,2569,Group1,Not really,As part of University projects,As part of University projects,"926, 928,930",0.0,full,HostName is not being sanitized and the in put is used directly ,2,2,"66,86 ",0.0,slice,user name is loged in the debag logs on 66 and getDigestEncoding is only pulling data but there is no verification if the data actualy matches ,4,3,482,0.0,full,writeHiddenFields are being rewriten because the processor is not null but the actual data is not checked and new request is appended ,4,2,"220, 187 ",0.0,slice,if the chr is not enough to stor [pos] it will crush the program as the buffer will be to small to handle the data since the chr was incremented on 187 although there are checks they dont do any thing as chr is incremented ,4,3,Neither-Agree-nor-Disagree,Agree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.0
R_1CvDaGXw181376N,3218,Group3,Yes but in another programming language at a Company,As part of University projects,Several years of professional experience outside of university,76,0.07692307692307693,slice,76: the path is always assumed to be valid whereas normalize function might return null,3,2,65; 62; 93,0.2,slice,"65: Validated is not explicitly initialized as false before the check is performed, 62: if plaintext string ends up being compared, can't ignore case; 93: wild guess that the md refers to MD hashing algorithm which isn't secure",4,1,450,0.25,full,"The requestUri doesn't have any validation; thus, technically requestUri can be anything",5,1,463,0.3333333333333333,full,"Even though the request size check is done, it's only after the headers parsing, meaning that request with large number of header swill block the application at the parsing step",5,2,Strongly disagree,Agree,Agree,Strongly agree,Agree,0.13846153846153847,0.29166666666666663
R_3sjKL1XnVZbHWCY,4065,Group1,Yes but in another programming language at a Company,As part of University projects,As part of University projects,860;549;517;483,0.07692307692307693,full,"The normalizer function can be outplayed by giving an input string like ""/./.././"", since it will still contain the ../ sequence after it runs (line 860). Because of this, the functions using it will be prone to path traversal attacks.",4,2,94,0.0,slice,"If the user can supply a password which will cause an exception during the digest method, then the function will return the password string to the given username",3,3,468,0.0,full,"If there is no 'action' or 'relativeServletAction' configured, then this runs for the URI supplied by the user - this can be exploited with malicious input",3,4,177;196,0.0,slice,"If the header is too long, or contains no endline character (can be removed intentionally), then the buffer will continously grow in size, taking up resources and preventing others from normally using the service.",4,2,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.038461538461538464
R_1pzWIjUWipQCCsp,4087,Group6,Not really,Developed several projects using Java,No experience,479;483,0.0,slice,The path variable in input is used to construct a full path in line 479 that then is used to produce an URL in line 483,2,3,66,0.0,full,There's a log.debug that leaks information about the authentication of the user,2,4,445;447;468,0.0,full,"The query in input in the first line is then used to condtruct a request in line 447, only checking if it has text in it, and it's then executed in line 468",2,4,164;165;166,0.0,slice,"given the code is inside a while(true), if the chr check at line 165 is always true then we can increment the value of pos, eventually exausting the size of the buffer in line 164",4,3,Agree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.0,0.0
R_2AYHaVrrkG7DUMi,4935,Group6,Not really,Developed several projects using Java,As part of University projects,200;,0.0,slice,"No sanitization of the uri, while it is done in line 368",3,4,59,0.0,full,Specific cafted input can be used to inject malicious code when retrieving principal object via username,3,4,447,0.0,full,the query string is not sanitized,4,2,51,0.3333333333333333,slice,not handling other states of HeaderParseStatus like HeaderParseStatus.NEED_MORE_DATA,5,2,Neither-Agree-nor-Disagree,Disagree,Agree,Disagree,Disagree,0.16666666666666666,0.0
R_9vPPjtbXjzBJVZf,5528,Group1,Not really,Developed several projects using Java,As part of University projects,468;471,0.0,full,"An attacker could provide an malevolus input stat starts with the path in line 462, so the code will create a file with this path and then execure the toURL method on this file",3,4,87; 93;94,0.2,slice,"the password (credentials) isn't truelly verified in the method digest because also if the credentials string is null the update and return true is always done, so always return true, and always in the second ""if"" and access",3,3,466;468,0.0,full,there is no controll of the request process,3,4,83;,0.0,slice,"the buffer has the size of the parameter pos, so an attacker can ""kill"" the server by filling all of its memory",5,1,Neither-Agree-nor-Disagree,Disagree,Agree,Agree,Disagree,0.1,0.0
R_1M4KbPNoKbgUaoS,5841,Group5,Not really,Developed several projects using Java,As part of University projects,348;349;926;928;930,0.0,full,"The provided path string in the input parameter is not normalized but instead it's being used directly.
Regarding line 348, I'm not sure if the File class takes into account the path traversal in a string or if by default it ignores it before parsing",4,4,62;87;89,0.4,slice,"It doesn't check nullity on the provided password string, therefore it could escalate only knowing username",3,5,69,0.0,slice,"evaluate method could execute arbitrary commands given by action string, probably provided by the user",4,4,103;433;747,0.0,full,"Buffer length can be arbitrary large, taking much resources by the system",5,3,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,0.2,0.0
R_1MYx1qVFDv1l17o,5894,Group5,Yes in Java at a Company,Developed project(s) using Java outside University,Find vulnerabilities outside university,857,0.0,full,"In that line, the index of the first ""/../"" is checked only to be equal to 0, this means that the normalize function returns null only if the ""/../"" is found at the beginning of the path, otherwise it doesn't recognize the exititing of context",2,5,93,0.0,slice,"the md variable in line 93 (that i can't know what is used for) is updated with the given credentials even if the login fails, so i can assume that the credentials of a given principal can be updated even if the check on line 62 fails. ",3,5,88,0.0,slice,"In the processAction, the action is always processed, so any action inserted by the user is processed. This is because the processor and the request evaluate line 88 always to true.",4,3,393;394;395;397;398;399;400,0.0,full,"The lines 397;398;399;400 should be in the else of the if at line 392. if newsize is bigger than buf.length and if the parsingHeader is false at line 393, the exception is not thrown, and the code goes on without limits on newsize",4,4,Agree,Agree,Strongly agree,Agree,Neither-Agree-nor-Disagree,0.0,0.0
R_Y5rwBS1lTyPHz8J,5912,Group2,Yes but in another programming language at a Company,As part of University projects,As part of University projects,76,0.07692307692307693,slice,"The documentation of the normalizing function specifies that it should return a sting beginning with the character '/', but it is not checked, and that all the paths of the form ""/./"" should be simplified, but they are not.",4,4,292;300,0.0,full,The logs when not in debug mode could lead to an information disclosure,2,5,69,0.0,slice,The action provided by the user is evaluated and processed without checking it,2,5,461;462;463,0.6666666666666666,full,The user can control how much time is spent parsing headers,4,3,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,0.038461538461538464,0.3333333333333333
R_2R9umIz9CqFq5vd,5908,Group4,Yes but in another programming language at a Company,As part of University projects,No experience,348;859,0.07692307692307693,full,"Line 348: in ""getRealPath"" function the ""path"" is not normalized
Line 859: the function ""lastIndexOf"" gets the last index of '/' starting from ""index - 1""; can result in removing from ""/../"" until the last '/' in the string destroying the path.
",4,2,195,0.0,full,No sanitization of username string is performed before creating the user,4,2,70;91,0.0,slice,"""resolveAction"" could return the same input string ""action"" to the browser if no {RequestDataValueProcessor} instance is configured for it",2,4,73;109;151,0.0,slice,There are no limits set for buffers during headers parsing; potentially sending a packet with a huge amount of headers could cause a DoS if memory is limited.,3,4,Disagree,Agree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.038461538461538464
R_2EclKCymUWSTFba,6330,Group1,Not really,As part of University projects,As part of University projects,482;483,0.0,full,I think that these lines of code are vulnerable because the code takes as input a path and replies with an URL to that resource. It could be possible for an user to input a specific path that will be processed by the code uncorrectly.,5,3,62;87;90;93;94,0.6,slice,I think that this is the vulnerable line of code because it starts manipulating an input string (credentials) without any sanitization or check (except for the != null). This could allow an user to insert malicious input that will be read by the code,3,3,441;442;443;444;445;447;451,0.75,full,I think that these are the vulnerable lines of code since we manage an input to craft a response without checking it or sanitizing it,4,2,51;83;118;164;187;220,0.3333333333333333,slice,I think that these are the vulnerable lines of code since we allcoate memory and/or use loop constructs based on values that are not sanitized and this could lead to big memory consumption or crahes,4,1,Disagree,Neither-Agree-nor-Disagree,Strongly agree,Agree,Neither-Agree-nor-Disagree,0.4666666666666667,0.375
R_2sYlS14Lj9krI8j,6240,Group3,Not really,As part of University projects,No experience,114;115;95,0.15384615384615385,slice,"The path that I am parsing may be too long to fit into the Integer limit, giving an integer overflow resulting in a normalization skip if the /../ sequence is after this limit.",4,1,87;90;62,0.6,slice,credentials can be a null string,3,2,435;437,0.0,full,a script tag with code can be inserted in the servletRelativeAction when concatenetad with the read path,4,1,218,0.0,full,there is so much weird parsing going on that there may be an indexOutOfBounds exception raised when reading the buffer somewhere,5,1,Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Strongly disagree,0.3769230769230769,0.0
R_3jSXp2GMN7pdqBb,6197,Group4,Yes but in another programming language at a Company,Developed several projects using Java,As part of University projects,859;860,0.15384615384615385,full,"The method normalize does not properly remove ""/../"" occurences, e.g. a/../../b/c throws an error IdxOutBounds
On line 859 I would use indexOf intead of lastIndexOf and fix accordingly line 860.
This problem affects all methods that call ""normalize"".",3,5,148;277;151,0.2,full,"In athenticate, hasMessageDigest() leads to case-ins. password check. In digest, if !hasMessageDigest(), the password is returned unchanged. So, if the value of hasMessageDigest changes between the two calls =&gt; case-insensitive plain password check.",5,2,73;76,0.5,slice,"Line 73 gets the request URI (can be manually changed from the user), ""sanitizes"" it by calling encodeURL and nothing more. The value passes to processAction can still have malicious content.",3,4,177;190,0.0,slice,"At line 177, the program loops until it finds exactly a line feed character. What if there is none? This could lead to an exception or infinite loop, e.g. NEED_MORE_DATA =&gt; while(!eol) =&gt; NEED_MORE_DATA ...",5,3,Strongly agree,Agree,Strongly agree,Strongly agree,Neither-Agree-nor-Disagree,0.25,0.17692307692307693
